mana	1908319865.391588
ron	348428565.14195544
mina	1157467826.8400393
klay	3803678791.7692375
zec	16328268.75
tusd	495601552.61
lunc	5705609503879.047
cake	271947282.65175116
paxg	189925.082
chz	9038470294
snx	327769196.1395232
super	487976093.41691726
dexe	57103247.52326847
aioz	1122046437.8369617
ape	604895833
iota	3420882505
astr	7184488929
bome	68961762755.19946
rose	7064132681
ftt	328895103.813207
lpt	34532140.40556417
ena	1901562500
zro	110000000
zk	3675000000
nft	999990000000000
tfuel	6681365885
xdc	14924366504.6
axl	782643422.01774
gno	2589588
twt	416649900
ray	263779850.294895
btg	17513923.589
comp	8749747.0423534
mew	88888888888
sfp	487500000
mx	97699334
wemix	410556413.12
mog	360447686344655.8
blur	1874823976.5030444
iotx	9441372454
kava	1082854736
gmt	2457616265.6861563
safe	463757969
1inch	1270266075.6239505
crv	1195982709
ksm	15464708.59655569
prime	35773841
rsr	51059494603
woo	1823393231.3600645
amp	80722574661.29153
aevo	871053694.3284068
dym	202972542
osmo	682825831.916857
people	5060137334.7
dash	11952307.33690094
luna	697061249.183585
hot	173841360397.95038
jst	9900000000
glm	1000000000
elf	732939804.28419
g	7232700004.57
meme	26326339394.37309
manta	379044831.45
bat	1495658356.9526057
jto	126621742.2
zil	18704789775.00795
ankr	10000000000
enj	1727521400.3291473
ant	43191530.54557042
zrx	848396562.8973439
sc	57740391700.25071
rvn	14282372667.963917
celo	548116086
qtum	105317233
arkm	225100000
sun	9951640722
ethfi	174948880
id	680705916.2355517
gmx	9676903.78041645
trac	412369433.602
ssv	11233472.37941594
xrd	10544873019.263973
gas	64992331
t	9836969966.7932
zeta	401333333
flux	353021141.04923356
io	120286834
rpl	20706748.90764947
mask	100000000
cvx	98262866.02063715
edu	329843750.1157
ethdydx	220172939.9936689
dcr	16319927.30123206
polyx	877424461.722279
ethw	107818999.04993
usde	2667136361.745782
zbu	329707787
flz	471874940
cheel	56797260.76021942
ftn	304850250
frax	649434270.5191422
aero	615193798.2361627
bdx	6679469797.659992
sundog	997496552
usdy	322024737.33165365
orbr	1015586750
ipv	150001000
pepecoin	117031932.5197122
usdb	262066883.75729316
turbo	64490000000
rlb	2666952570.3779335
ath	4056713543
avail	1767001169
cat	6749955330356.501
dog	100000000000
mgc	1099999700
tribe	540461957.4763404
osak	750869738630302
qubic	111683898584577
mwc	10963696.8569404
blast	20046939259.766617
coti	1718062712.51
metis	5956334.342
bico	845974077.8687179
uma	82563877.2680891
ilv	4747398.44578812
skl	5538894337
alt	2232474196.406704
one	14164839638.7629
trb	2615821
cfg	500707778
abt	98554305.44029327
honey	2543840260.5397425
band	150982118.092511
yfi	33549.11611607
sushi	261178754.41173887
lrc	1366806970.1885817
chr	831904906.969403
gomining	416906333.1329886
xem	8999999999
audio	1260762231
babydoge	149634288983886820
giga	9302411888
vanry	1539768966.1807876
glmr	902168792
ctc	372085684
ach	8122662852.729386
vtho	80599166119
ont	907697857
kda	289331373.92084
dsync	967512687.5209931
saga	101878248
fxs	81249534.91924925
cspr	12300989252
drift	226159163.460182
alph	87137756.89234836
bb	454664383.56164384
ygg	381553604.813906
tel	90149420413.97
borg	983729858.442
ponke	555544226
zig	1433308739.46
pixel	1080998336.66
xch	10979429
usdj	129004663.62359977
banana	3433541.15581571
storj	391571610.33034736
h2o	825000000
bigtime	1080176311.38545
paal	819528083.459412
eurs	124125940
neiro	1000000000
icx	1017550570.299212
sxp	617126263.752593
api3	86421978
ozo	543099975
chex	969269629.246535
xai	655601383.5180571
zen	15433681.25
tru	1157460565.6274977
joe	361075252
kub	68974776
waves	115662940
xno	133248297
mob	199037308
velo	7390475595
lsk	145444085
dgb	17250397962.807693
taiko	76032579.25
mrs	84235303
vrsc	77286340.88570397
rss3	987525011.2876581
0x0	868563455
npc	7248766331.601632
oas	2817437329.378335
agi	926900049.6156139
venom	988919270
bal	59723342.88966712
merl	415000000
xvs	16248061.53510425
why	420000000000000
ever	1985523482
vvs	46695414919263.625
rlc	72382548.06525736
ctsi	831054739.3216836
sure	26790063174.642704
cvc	1000000000
azero	266778951.1
ong	390692005.8414432
sabai	2650000000
waxp	3496041889.7091036
mcoin	177000000
rare	718128105.0826111
nmr	7330157.72905664
pci	1007831650.29
keep	951288990.544069
usdp	105079505.16068342
dusk	464327796.31632507
trump	43997357
mplx	366869435
ustc	5838474153.208729
pond	8087375977
ntrn	279522592.716444
zent	5859178793.902713
coq	69420000000000
iost	21315000000
ultima	15339
lon	115205851.57336979
powr	523707335.252928
wmt	491838755
pyr	38272790.30435973
c98	828194325
pro	100000000
slp	41257956620
lcx	771584751
pundix	258491637.23
auction	6500057
aiat	146389462.2952275
prom	18250000
mobile	86524372479.92348
cyber	27007517
orca	52548703.417897
dar	616074813.411253
btrst	234044807
gusd	94449300.19
bone	229923350.6228802
magic	266816262.519409
nos	48197665
bmx	324281615.96391135
syn	186424898.9672093
iq	18912501355.929
strax	1965242394.9899158
celr	7743424106.9912
xym	6084723152.885603
rif	1000000000
high	66494129.97691819
hive	500749242.945
sys	792569632.8647343
mvl	25402958863.102654
bitcoin	999798155
upc	48396438.8
movr	9111766
dione	9709398189.160103
win	993701859243.3864
ai	217500000
rdnt	1129610042
usdx	111567264
tlos	375573674.98
snt	3903361770.9820275
aitech	1001741086
zbcn	60472369193.49041
mumu	2283204416985
bora	998397751.7527018
stpt	1942420283.027067
ace	37356687
lqty	93501208.97326057
pha	750107907.5281092
dka	4279583333
knc	185859917.956678
mpl	4417985.58775464
cpool	606598944.77
spell	148678044395.31122
dent	99999999999.99994
hook	186660920.075739
steem	471467948.04
req	768684253.2886523
mlk	385819643.6628168
sdex	8635384148.702309
islm	1087256965.3863792
wislm	1087262923.8703728
dodo	725703404.35
ht	162233844
gns	33444000.77105311
bzr	11672346.14
zkj	66226205.9816
orai	13823700
mav	379378357.01116383
crown	190615863.05
portal	280674513.76723164
ctk	138008755
stmx	12033071448.308268
med	9035880692
anyone	89033913.7837165
orbs	3167720358.99
bake	289770511.9544846
naka	90463651.99999112
pork	420690000000000
andy	1000000000000
poly	924998413
oxt	979779107.8279902
qi	4888279994
lever	33293574392.42942
flex	98664938.69888955
xpla	681354799.4383947
shdw	161387257.95271963
cgpt	559320298
sfund	62109652
elon	549652770159583.3
eul	15796928.99153538
busd	69511447.77816696
zano	13431787
tet	7524856.89999919
alice	67913333
slerf	499997750
omni	9150597.56384718
agld	77310001
aca	1079999995
gpu	95069916.08479515
gfi	29135286.2
lyx	30535906.59
cxt	860901606.6308602
ardr	998999495
hft	448888888.6285
lusd	65495366.19877465
uxlink	170000000
apex	48120983.35543219
myro	944203815
stik	28807733.6
$michi	555769426.978173
wild	260346303.02630553
phb	51408635
pokt	1639345851
xvg	16521951235.741348
bobo	66134444313649
nym	799094394.200005
wen	727716951329
lista	183085805.8169289
aeur	57009604.6
stg	204338417.4544445
nmt	33450208
nfp	292859589.0410959
eurc	56340119.4596786
zcx	691786590.92564
arpa	1519586598.4
aurora	515280252
velo	800495847.3632172
tko	169197990.13841677
fb	1568700.000613
mtl	66588888
qkc	7036060444
fnsa	3042737.237568
kwd	107024221.63874947
deso	8884536
bnt	124939310.28377295
ali	6180789670.669674
apu	318346511348.8945
shibtc	86461076
ogn	649015811
hifi	136236392.7489459
vbusd	2694770470
ladys	734366023232083
gods	317361112.0649
xyo	13476747692
dag	2873448318
col	82074400
rez	1635293543.11
mother	986143154.31
alex	606489877.3
ark	183451522
strd	87825728
wxt	10000000000
lmwr	290120846.61402553
rad	51763430.39315043
al	494853534.4500963
dao	192651478.37659228
mbox	392864622
scrt	288874576.35068375
badger	20282489.96061343
uds	43549796.41
verum	93405
loom	1239270897.5790398
fx	408520357
acs	35615804616.1483
png	218373971
nkn	778501097.2370253
blz	435258233.7280512
hpo	1034734273.38
raca	373653438436.6369
myria	22910619944
game	15776762230.5
erg	77451300
bfc	1386638564
cet	708633582.211935
ogy	7828640875
cudos	6823782301.758018
lat	5991600836.038442
alpha	896000000.0000002
snek	73235343051
mbx	139738471.04673845
kendu	948428147258
fort	425900172
token	1000019789
lto	431778664.3250848
mapo	5010894672.794899
btcp	2476892.71923
aog	73780484.400826
reef	22821409581
sweat	7177049040.05
gtc	81404586.26069586
tlm	4618895989.8822
rei	950000000
wrx	381856872.3419691
gel	246533424.23208252
ads	236991084.18
octa	31702599
ata	537900979.25
locus	2081062787.3474767
ghx	649965123.3557609
usdl	48047956.01919963
etn	17979024704.56
kuji	122349806.5
mct	52661120
meta	1804764956.8559701
cate	1000000000
degen	14179608879
vcnt	2279554.84
hashai	84564818695
ern	22094380.3840871
ghst	52747801.21406849
peipei	411156343662799.7
mbl	17901887215
uqc	10000000
maneki	8422887212
daddy	599688329.024883
cbk	87005537
dcd	488677471
aergo	444999999.7589212
mavia	33062882
ton	43841454
kin	2757861681637.17
rbn	126387379.63771455
tnsr	125000000
ewt	30062138
max	130520000
bwb	134920247
forth	14263553.15380151
clv	1000000000
shfl	142075359.289511
toshi	408069300000
pirate	237813528
dimo	236901497.36812937
looks	999941673
ela	22266238
ulti	2240000000
aidoge	174455896934211000
10set	139773554.50805563
orn	34146255
nuls	109861176.00103256
aleph	247220482.1448135
dmtr	486503181.51344335
vic	96830754
hypc	155122742
mln	2667638.79149909
slf	97000000
bel	72274376
quick	728512543.6692327
perp	66002156.95
acx	138063734
data	1063403853
rari	23834553.00395323
eurt	36387340.03
polis	262062987.5174
dpi	558983.42579149
dext	84762304.3697763
retardio	975671265
dia	110617604
xcn	29469583243
loka	177023904.08582994
ramp	477838740.4150985
ren	999127500.3618875
bsw	508347417
lit	55730861.63000001
cos	5176458774
beta	828787879
fun	10843201660.398026
xprt	188404890.341395
cream	1855659
ctxc	223778412.984375
pols	99401432
boba	171624231.86
dnt	1000000000
palm	77300000
flm	621472376.6499586
cusd	35554165.61936053
tt	11160777002
vidt	837071066
stc	43401206465.99804
omg	140245398.24513277
hunt	126167678
fis	104598941
wzrd	21000000
vr	5336247367.954846
white	8888
boson	132645891.4301309
wan	198242793.73197898
ampl	28274493.6
arrr	196213797.97055
koko	9110383747597
atr	1636714649.682204
uos	384741464.4028
strk	5275662.06947982
flix	250758585
kmd	135953876.01938
props	369751553.509562
sbd	13649638.296
idex	807488993.04
karrat	116385624
brise	395688215721653
atlas	16800307019.3785
alcx	2318501.08473045
fida	137717975.68788502
spx	930993090.07
dego	20997212.63267069
voxel	191217845.256504
gafi	10945063.1828
euri	28410954
rog	66989873.61
rly	5219106834.650556
dnx	95380736.74286188
ccd	9910277519.366472
cswap	924289610
sov	63832888.35341641
strx	870175471.6359453
we	362031240
iag	376020434
isikc	100000000
nct	1885500782
fire	25178481.98365751
fct	897679286.472465
zuki	36819022.19755647
trac	21000000
virtual	1000000000
farm	687053.680713
ava	54278087.973038
dep	26978413910.32895
caw	769861397731578
combo	71051748
key	5999999954.464072
sidus	9356868845
pda	601810482
quack	44085961274152300
sauce	695623554.040346
rsv	28850666.79
bim	25455074
del	10971976963.605268
gfal	2689907500.335333
solo	399947699
vai	343619000
dora	537277116
xsgd	36400108.696133
vra	9930514635
asm	1500000000
lnq	191434058.66248563
conx	1158000
chess	172945791
leash	106373.02565328
mdt	676157012.5
qgov	150171298
shx	5793905044
num	676474220
psg	12088920
gear	5541029219.63005
grok	6320722798.545914
npt	104810305.10000002
feg	80541528882
gal	11896656.50851375
alpaca	150896620.52800325
lina	6722513022.137129
upp	497834800.2862929
geod	146420041
ice	6615204261.41
apx	532172801.32193345
bfg	1122808916.43
coreum	384792048
gme	6885214218
gst	1983409315.0429907
dop	8297009322.341229
grs	85902438.88736624
swch	38184240.36401931
maga	390258895840
rsc	95213466
root	1038925778
bifi	80000
samo	3657134467
slnd	40105884.044661
vrtx	315491866.9191909
sdao	82733203.76
mpt	606366424.7904261
edlc	21544028.04
xchng	474046128
hoppy	420690000000
iris	1616132210.868537
iot	18955235027.68161
aura	55040584.41744709
ceek	805717779.245471
cwif	33904557195538
susd	23840230.3322181
ztx	3635135938
moc	416489688
bfic	10578424
avinoc	389244472.194085
asd	660615274
amb	3140971079
paid	428107911.06
aht	5519294312.799119
utk	500000000
mubi	950000000
xnc	76274958.05368
xpr	26652586167.038902
burger	56894126.35510815
unfi	8629040.51706566
crts	49299676745
df	699926146.6275177
idia	680000000
smt	81815875
cetus	280000000
propc	21783014.16888885
kishu	93136097121133940
aqt	26806201
pstake	439651042
cah	2236269
fio	790567559.6711773
vxv	49517054.12464035
bidr	277566300089
six	850966610.126
vite	1101477307.9245958
prq	260256872
prcl	144901780
copi	848670162
nxra	820713703.7422844
gog	641384001.299
mnw	47180013.8588
adx	144046026.928
hai	645000940
pups	7770000
front	29169901.20972232
muncat	1000000000
glq	339999895
stt	50344589
trade	37500243
gtai	35733380.28735087
axel	283102718.0006794
kp3r	425178
bar	11466811
ginnan	6899998362189
wolf	9999843190.72286
tara	4402421267
cheq	642492815
burn	13596358.89904059
srx	341427504
oort	212359971.39381722
agrs	18000000
math	114356164.04
mon	132929034.63
zusd	19012373
sd	40763114
idrt	291132793120
hard	134791668
gft	1032167539.1891176
akro	4436209629.921202
flt	87135643
billy	936137657
wing	4586218.08998927
mxc	2642132371.4
dero	14312916
dmd	3830300.20088124
pivx	86178033.5824885
ryu	963849991678536
ksp	66614972.66
rxd	11610922646.972048
kwenta	431809.088
coin	30000000000
cere	6939923952
el	4010729784
foxsy	203240765
dfi	828938979.5727044
uft	79050222.4123625
opul	283693726.2484191
hez	4700000
a8	203500000
maf	270712816
tonic	247733879909099
natix	16132952900
hopr	341173813
neiro	413697104161.856
mona	65729674.871168
pdt	159227540.07083607
gmee	1213630079.7106462
creta	1466307454
ivfun	940218906
usdv	17141815
min	1082367249
wncg	366992918.05
eps	723701571.7997887
neon	57651000
bob	689127646403
city	8211351
zypto token	896457994
klv	8880780406.65482
firo	14128024.99909341
gal	9446847
smog	778999968
uns	105604200
alu	719755021
sero	422057767
oho	24123896382
comai	100735860.4785316
lovely	2969256464
shido	17777566560.975292
caga	61492072802
botto	47504368.55596951
koin	83257338
ntx	504084665
mtrg	31279470
hege	999852396.87
dfg	10000000
exrd	734834633
aury	61758692.2
deai	91221244
dvpn	19491958064
avi	6762594113.431399
azur	161800548
creo	290296616
sca	48797918.17789728
bond	7910262.29101514
lime	432774153
xcp	2592302.94968124
uncx	46561.89283424
mngo	1000000000
clore	249491637
og	4838040
gyen	2098780833
jewel	113537457.11225379
sqgrow	1174940845113550
stos	38800874
tava	508811996
chat	29948057
santos	5546061.291549
zkml	93371600.30447224
brainlet	952905541
pace	67969139.33795902
ait	226393440.66550374
fox	377154162.4716418
tpt	3466457400
ast	174479533.46
benji	922044870
yfii	38596
dmail	59746707.52
torn	5262344.57909121
nim	12328711753.39348
sn	40010000
blendr	40287622.68786136
toke	16314929
gpt	153749939.99999988
bzz	52600660.90444622
book	1154403100
like	331159918
alpine	11360000
noia	292669290
ctx	6702704.22282673
zerc	120000000
wifi	477657467.87014234
vib	199995000
pandora	10000
kyve	681553438.220293
jesus	151426487242538
bomb	10000000000
navx	204777485.5
kata	27226308014
mdx	950246937.3946
gmrx	15045049704
volt	54766287142827
qtcon	9843756486.7
aprs	87630814
tgc	78841520.79085428
tai	124015681.53227499
swftc	4004999999
bendog	999780947.4
wdog	999998439
paw	947958529404516
pepe2.0	469000000000000
tarot	64150078.040269
pmg	106277065.45482765
evz	2179372136.53255
krl	36896368.60137463
inv	589986.62558348
hegic	703727349.1958504
lwa	542746646
mad	999978113474
bkn	62465848.1223872
wagmigames	1804354666195
spectre	9093998.24
shping	2286791464
xcad	47726795.94460851
fon	14875146.16732834
bxn	4489589680
nexa	5859620000000
nibi	186694846
rpg	9306140
dlc	96203056
juv	7751410
credi	748573880
chat	8043460
avt	6000000
troll	960420000000000
vara	557741571
vno	474514554
zeon	30529103436.312363
asr	6544032
htm	16667457
vlx	2631985101.665072
pnk	776626703.4548858
duko	9663955990
dcb	382813836
qrl	67937170
sc	989895519
cennz	1200000000
xep	18059539256.32378
bcd	186492897.953
spa	1691682260.96
m87	884846293944
pit	40192158063660000
zkl	136375000
galeon	710436122.4950563
cast	212328506.933
cat	50000000000000000
hgpt	583625238
cgo	141000
ooki	8776993784.297974
hello	630523787.1363546
suncat	1000000000
metal	719299800
troy	8625000000
dime	478333438962
time	710113
pola	483180730.7273
nwc	150400833.69860733
moon	106776318
hammy	941901250
grnd	117859129
dvi	785196290
$waffles	894466543
ppc	29137261.06494535
duel	2954764892
lmr	606615000
navi	94507138.90146878
ful	1924687794.6031597
wlth	315010665.67
slim	100000000
dbc	5428952299
shft	2214237868.780825
lazio	8600000
bca	18418931.25
aria20	107371812.73626919
hero	5095643290
suku	178403406.7949236
breed	656493789
step	221408395.17416906
oax	77034446.48617065
amo	19100000000
swap	99995164.26708125
sis	61367996.05090497
ads	38749526.036986
ae	381912895.5
rake	69945418413.04674
mvc	2761029999.334
cly	109685003.7
blok	17536640676
psp	744976909
mmit	361123236215682.56
ogpu	12545497
sloth	1695118152
mcb	3821523
porto	7248206.35209
htr	255006576
soil	11631197.28551293
poolx	5037192.262
sps	1327940171.1578517
wallet	620185503.3569049
ichi	8795544.67630938
paxe	3000000
silly	999975726
shc	226062500
alt	120000000
skey	181631354
sgt	10052927
dacxi	9000000000
afc	10361017
pros	32586580.1670984
acm	6580915
goal	543750000
mntc	6275000
sclp	64582950.8
ofn	104952974.04585467
boo	9390930.32215674
bst	50140094.77427801
ufo	25757575757575.5
kasta	634343239.0869
biot	6495988249.999216
beer	549761339928
bxx	191318150
nya	35234152874088
sdn	65582088.31548092
egg	2894880474.2740583
ornj	77800000
gleec	181755046
astx	10000
strump	1837382589
atm	5031470
ml	64198610
arg	11934279
kilt	49420140
xel	1117355.06
pox	33176887
saito	1979292275
lobo	16387781650
rbx	548055342.0059793
bag	4062166721.6211147
la	380105462
klima	7997365
obsr	6107080871
pika	420690000000000
mix	8500000000
hotkey	42487652.95481196
brick	111230228
lm	2099538788.37
otk	303136890.05
scp	48096113.845
wnz	213625469
man	450111463.26839626
dck	339422186
tomi	155815686.672359
mcade	1330753753.54
cair	858632918.5020301
mochi	937630000000
rvf	93691309
cate	44104656629774
sparklet	140276195
btm	1640515591.91
bpriva	3209741
epic	17279628
pooh	420690000000000
bbf	186498336.58
vinu	899611811203201.1
ngl	109849536.96
bccoin	10000000
habibi	814340580
nub	950000253
palla	743546427.11
fitfi	2530000000
arix	9916490
nmc	14736400
wrld	712090664.5600001
kai	4775000000
husd	222593861.49423522
vchf	6711966.41
efi	86915138.61409593
inter	5478551
adp	3574466725.2317147
block	129784480.78
bnc	38200179
get	11388257.651223
tada	225963433
arty	19480227
zkf	10000000000
srm	263244669
monopoly	1000000000
ivpay	832570561.474065
xwc	764324623.4110321
omnom	310000000000000
devve	53493034.38059566
colx	12732356945
cta	68316446.06143445
mev	1726645035.8070574
aya	1198291657.804085
ovr	50994673.69
ogv	859782377
g3	173781159.75000897
spurs	4064488
nyan	101045769
trvl	331240881.95537394
fncy	1044538922.9142075
yooshi	370862286914305
wiken	1034624678
cweb	2256076322.270701
psps	577172773.2514561
kar	112499995
mlt	124423460.93
xna	9872903071
nftx	606745.16711411
izi	787400000
dc	30394944987.332394
cell	28599167.9041012
fanc	895716049.71
doai	441490787.241974
rain	1000000
kan	9581857530.078629
catdog	100000000000
solama	653868075
magaa	1000000000
csix	396585067.90544856
hns	633645515.088457
starl	9979172029858.488
solve	700125012.5107346
cult	4318690730920
nodl	3791949915.0562263
vlink	30907312
cho	302354418.3982
kompete	750874987
three	85000000
west	225000000
dust	19143962
buy	331789518
abbc	1223250555.2393568
equad	1000000000
now	84803670.23334938
jetton	5272441
kimbo	69420000000
far	835429000
hapi	732232.67881274
soul	124129197.66163056
fei	6722000.17492772
open	825428295.88
qorpo	83343999.993334
$mong	581196039603956
vgx	342690850.8706604
temco	3973256413
vdai	274537625
pib	21900500892.670006
gbyte	867162.3268011
gmm	48788704415.86661
pzp	57524920.82354298
amu	441930898
gmcoin	41183481.15
pyi	381268384
crp	10483146
emrx	27258765
hemule	979998587.911129
stbu	99750000
spc	307182729.62231934
gzone	840117284.94
ats	56546530.925357
jam	6135283284.319645
ncdt	32809487.633833
lrds	9824825
area	119769236
pika	17453432079.016533
roa	384566733
maha	4391496
drgn	370772651.3625188
xzk	229727704.21705234
nex	42428114
tra	7448575
ousd	6110331.96885197
babybonk	386668843754219460
bbl	835989673.2704921
swth	1585510090.0877068
metfi	12766283.74636426
zkb	197440000
azit	234497209
peri	8540090
3ull	4723235871
bdp	52278856.08827953
orb	321063274.67
astrafer	156417090
kex	205566065.591015
tkp	28714063.84089998
pay	205218255.94857776
cru	14138569
bcut	239511398.35905316
fofar	949992366
sofi	512803099.79010004
trc	357849590.91
ref	35668092.9347224
bad	523935084946765
gene	56953236
mdao	70599019.82
shiryo	981846777310948400
fuse	219882167.4558336
aipad	113916881.20214634
cube	12500000
unibot	1000000
opti	95034939
rio	6568515.0792935
amon	7176499999
apm	1496875000
dfc	26563279
nrg	80684945.60231562
pbx	7261647337.201213
zyn	41903029.18382765
cata	19377666710
vltc	4142378
val	5101014.71503421
valor	50297124
zero	27050359120
vix	820690379
pip	162333223
swash	989473218.239138
wsm	1892061288.159461
akita	68071541209830.58
hdn	158528886
sns	456252758.06
bts	2995060000
ubxs	57155070
mbs	625437750
land	3886510.442
rpk	794458191.6596673
revv	1190694705.010716
ceur	4600550.01198699
ban	1585562017
ptu	23362132
frm	265949573.63597277
isk	138984161
bly	895599995.63
bitci	7708828412
pkt	4245392097
znn	6330750.41846925
lbl	1913869062.47
kct	2217000010
zf	432014429.42457056
omax	8667996990
shi	12215422502184
xtm	194096316.96
cel	37720111
hoge	393401634711.1694
snc	72187570.1317771
tsuka	1000000000
taboo	9782678080
beam	150753560
xdb	17197670082
dome	18998841067
nom	132131907.60863103
msi	2944269839200
vai	4765896.127669
gracy	126875035
bax	73099985000
divi	4025960829.1089473
caps	1287030207.0000002
hydra	19953054.02
gswift	62621513
xdefi	87702395.55058949
moth	999997588
exe	8695649
epik	1167451923
wom	188000000
imgnai	776833333
dio	435587921
gxa	2516376928
myst	20033628
moutai	696717443.486079
boa	311113394
move	165750000
pln	86063705
shrap	240900741
ooks	11221615.47874824
btc2	18271435.195
defit	28991965.204054
stat	51418327.7646755
id	116700000
mengo	13000961
elix	288834431.34412074
go	1279798091.986928
sqr	87067527.66377509
fsn	76956264.26372573
brock	94591808.5095271
witch	27299365.38
radar	960096177
muse	508554
panda	807994351
cummies	1320428308.6200805
planet	851450035658.0182
ubt	149999999.24349335
block	83419967.63555744
plu	1851999.5
umt	23555
bscpad	79211621
brg	8002167205
dobo	582959739166037
senate	119266567.67373034
netvr	83504833
kunci	1232584338.426697
btr	131421228.34840733
oxb	7576083.54200179
pzm	4019696307.9
catboy	188527079.7642574
coval	1784838483.9070642
marsh	55535560.07470191
cpr	6467585726
manc	10000000
prnt	4053657
whale	10000000
qom	599886333333333
plf	500000000
cqt	856175826.391746
cpu	433557201
ooe	504425832
rwa	107033500.27
pajamas	979915056.9
bepro	10000000000
joy	982423475
cbg	33000000
mcrt	4364257893
one	9449081034
push	60365125
grg	2701063.1199086
mkusd	3891921.79249587
pre	396578435
mv	399357799.71594816
byte	964467033476.83
xrt	1670175.85595929
avl	5481966
dpr	2731641130.09638
vtc	70266797
rite	292141996
gswap	11979665.13250279
dht	53645803.11891172
upo	113792290
mee	559411442.6287879
agla	475450000
masq	34379475
brn	25891890.78869889
btcbam	10276739
smilek	1958901062006
ufc	10759399
meme	5631405859.258196
qdfi	76482959.22292912
bcn	184066828814.058
befe	93201825078
rise	63879133973.430244
nht	7972813374
5ire	583043248.3173405
efc	4164383
ham	2384230000000000
fra	11410476144.27
dark	173109555
rep	11000000
rai	1178405.48119886
imt	11369423185.668446
skbdi	70038672
fer	932530341
crash	978237337
dfl	7137303616
ux	3984164930
perc	13375394
ese	182040507
ladyf	249998246015.81525
aca	55243503.99794428
boot	591488205723898
insp	160875467
durev	95000000
cot	394359177
cas	1000000000
blocx	56080302
bls	23249751
neiro	999999969
chkn	64239000000000
bolt	957427533
abel	80051968
djed	3293404.07
smurfcat	93809047573.95099
wat	418385401793.20886
scpt	340321601.7710618
sln	23285298.82905008
kdag	54451545
rmrk	9090948.68669
$well	4116089000
adm	110370831
shr	2370272782.106575
type	9500000
hvh	455935917
btcst	12201400.94518484
mtlx	1123003.11600207
dice	326179396.13
lss	55572671.93636364
elon	685219781741
ethax	136139688
lvn	98085059.35085
por	4020729
senso	70269127
xfc	374660526.03335
trix	5122191387
verse	19848199536
ring	1710656344
vega	62047132.48306748
mtd	185207721
yom	103899006
lpm	129816.11199497
tent	38664687.5
nap	2129076
job	9864586780.847557
eml	39745310
obi	414000000
sam	2574940
ask	16166619298
anc	350381852.323076
dad	696666582
pmpy	512765451
cct	16988760
nvir	1052511921.9903004
apl	21165096531
sin	684944168.6165829
shibdoge	1.132718550262503e+23
vmint	552136291
lcc	804588856.2084944
gari	477695542
shezmu	588703
emc	30006981.63798396
top	14400583004
ca	9671260
ghub	73737676
sakai	2081027
cheems	2550834901.3805
grin	98212860
kleva	48434655.88070058
wwy	1440281416
cgv	96787937.806243
hmnd	31905741
moz	152547564.75625506
hsf	30011471
rjv	248452506.90583
pkf	114692137.67773618
hi	5852569824.696
cvtx	207650406
ihc	119642987723.47
vab	923304885
ort	812299187.2
kyl	270259840
lamb	1646414197.7241733
lndx	8366797.506772
pornrocket	383628408139316.3
every	902123202.0316887
mint	1041314412631.2438
multi	14541093.5633
orc	652412698.409263
wefi	41883332
ignis	761143950
peel	153410747.892404
hefi	100493930
